gene	SJMMBT044903_D1	SJMMBT044904_D1	SJMMBT047584_D1	SJMMBT047585_D1	SJMMBT047586_D1	SJMMBT047587_D1	SJMMBT044907_D1	SJMMBT044908_D1	SJMMBT044909_D1	SJMMBT044910_D1	SJMMBT044911_D1	SJMMBT045512_D1	SJMMBT044913_D1	SJMMBT044914_D1	SJMMBT044915_D1	SJMMBT044916_D1	SJMMBT045379_D1	SJMMBT047605_D1
Rassf10	21	1017	79	60	9	13	1321	62	161	352	201	92	500	163	214	14	459	42
Rassf2	5283	7110	1728	5750	3044	2832	7062	3585	5163	3549	6181	4108	5119	8522	5601	3781	5939	3462
Rassf3	397	841	333	437	514	1035	565	743	536	250	1301	537	625	516	1434	614	857	475
Rassf4	1764	2120	754	1065	602	1348	1416	2643	1021	497	2642	1018	1425	2243	1915	2115	2091	1256
Rassf5	362	705	303	380	228	215	394	1108	259	150	1297	511	588	565	294	500	1147	598
Rassf6	1	70	19	39	16	1	5	80	4	0	105	39	49	6	6	45	112	47
Rassf7	84	168	53	71	69	67	166	68	33	51	159	59	99	193	267	36	151	52
Rassf8	942	2227	742	1600	801	669	2022	2113	1234	1207	2990	1374	1099	1664	1745	856	2969	1372
Rassf9	40	97	15	43	34	149	73	49	78	38	55	36	56	56	80	43	60	46
Raver1	1471	1186	662	1134	1453	1492	1795	895	1146	769	1500	850	984	1717	2579	1121	1687	555
Raver2	146	300	213	716	205	1682	905	1969	205	131	1076	404	220	496	223	497	609	369
Rax	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	1	1	1
Raxos1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0
Rb1	2534	3502	1629	2339	1498	1802	3581	2905	2292	1768	3208	1962	2429	3045	3460	1395	3110	1600
Rb1cc1	7891	10552	3779	6935	6046	3849	8699	8129	5025	5642	8190	5609	7551	6990	8941	6077	7983	5043
Rbak	1882	1192	640	969	904	532	1120	1266	663	654	1228	850	1031	2677	1413	1144	1504	625
Rbbp4	6878	8156	3852	4639	4838	10179	6766	5459	4003	3231	10075	4163	5861	9732	10218	4374	10638	3449
Rbbp5	2906	3511	1315	2404	2442	1433	3219	2479	2027	1743	3151	1873	2384	2749	4228	1857	3086	1731
Rbbp6	6917	6214	2705	4313	3941	2867	6218	5751	3991	3528	5486	4085	5639	9102	7047	4984	5920	3160
Rbbp7	8831	7930	3245	4893	6328	5224	7101	5575	4374	3333	7356	4201	6055	7178	10663	5649	5907	3139
Rbbp8	1386	941	544	497	1143	1053	1222	924	614	392	771	492	890	1322	1472	1184	1131	323
Rbbp9	2160	1529	564	2072	1509	991	1392	787	1277	1034	1739	744	1540	1864	1465	1765	969	893
Rbck1	5766	3135	1218	3080	1990	1859	3164	2356	1969	1620	3521	2214	2969	5659	2887	2500	2809	1582
Rbfa	1021	803	296	485	769	530	764	700	277	218	870	435	730	1209	583	766	830	437
Rbfox1	1107	2665	984	1075	1234	284	168	5360	627	283	5237	1689	2350	683	343	1919	4941	2383
Rbfox2	7208	5804	2556	3614	4603	2464	5512	6268	2644	2844	6393	3383	4531	4988	6630	4542	7460	3271
Rbfox3	109	400	220	248	227	42	43	1017	83	32	1207	338	479	57	37	388	1329	579
Rbks	76	167	27	62	35	29	141	64	33	59	156	38	101	210	131	55	258	92
Rbl1	3505	1331	623	923	1585	968	1778	823	1310	895	933	983	2041	2592	2367	1434	1430	399
Rbl2	2640	3660	1222	2741	2014	1277	3070	2669	1830	1592	3941	1729	2799	2417	3142	2054	3511	2286
Rbm10	2652	3306	1256	2541	2349	2052	3197	1280	1942	1586	3037	1256	2189	2343	5199	1752	2267	1076
Rbm11	917	417	125	378	58	56	333	513	318	356	591	882	399	1274	63	478	410	442
Rbm12	3014	2035	813	1593	1638	1044	2537	2576	1893	1590	1702	1722	1960	3901	3136	2024	1837	830
Rbm12b	2451	1289	828	1505	1869	1046	2240	1188	1225	902	1471	551	1573	1783	1505	1305	1369	678
Rbm14	4169	5704	2536	4259	4532	3210	5989	4022	2542	3036	5780	2383	4656	4961	8815	2632	4892	2364
Rbm15	2227	2380	1141	1541	2251	1941	3006	1543	1666	1257	1786	1304	1871	3726	4990	1676	1633	907
Rbm15b	4616	3169	1029	3266	3950	2790	4259	2895	2154	2161	2598	2503	2649	3571	4721	2344	2605	1589
Rbm17	5012	4199	1711	3127	3327	2435	3993	3208	2563	1997	2916	2637	2850	5629	4943	2669	2998	1576
Rbm18	3570	2652	1138	2251	2507	1503	2873	2445	1579	1532	2637	1948	2336	4515	3300	2336	2188	1082
Rbm19	1247	1653	575	1004	1140	1073	1500	839	678	642	1176	666	954	2823	2067	754	1614	476
Rbm20	659	332	158	210	116	1414	344	605	242	195	652	379	218	240	258	272	543	173
Rbm22	1956	1352	705	1035	1822	1460	1785	1408	824	696	1433	952	1482	2403	1905	1517	2016	801
Rbm24	701	197	142	135	332	634	131	149	87	95	127	116	228	105	392	249	244	158
Rbm25	9987	7881	2673	6117	3630	2598	9561	7343	6312	5511	5553	6452	6382	12764	12038	7332	6318	3631
Rbm26	6811	6624	2274	4391	2414	3125	8629	5748	4741	4033	4142	5168	4603	7775	10242	3430	4926	2184
Rbm27	3752	2447	1157	1624	2331	1789	2421	3121	1345	1063	2387	1637	2828	3691	2798	2928	3133	1483
Rbm28	3391	4499	1247	2864	2899	1974	4147	2338	2201	2012	3103	2503	2842	4506	4340	2644	3108	1325
Rbm3	26631	13900	5179	8823	12156	3793	16637	14164	4036	6126	9276	10852	14726	19074	8193	10507	10520	5930
Rbm33	3934	3595	1861	2264	2530	1832	4293	3777	2511	2442	3895	2773	3102	6462	5468	3629	5362	1620
Rbm34	1994	1952	468	1009	1014	692	1571	1403	759	687	1169	1112	1293	1955	2163	1086	1624	654
Rbm38	291	309	96	202	365	247	470	179	185	151	224	167	216	506	612	163	283	125
Rbm39	26555	20965	8108	17183	15528	10195	21962	20017	14713	14128	17729	15751	19048	28114	27787	18806	15925	8799
Rbm41	1449	1487	614	992	909	674	1397	692	1013	918	1100	740	1341	1263	1585	1002	933	442
Rbm42	10	5	1	4	6	7	12	6	9	5	12	7	5	12	5	3	15	7
Rbm43	3263	662	647	1087	1080	436	368	1220	685	470	1162	884	1710	2195	749	1844	882	863
Rbm44	13	18	1	5	9	6	16	11	6	6	4	6	6	6	94	2	8	1
Rbm45	1910	1959	744	1394	1199	1415	1903	976	1164	995	1578	1025	1527	2266	2381	1247	1334	709
Rbm46	2	52	53	13	17	34	9	39	12	10	62	16	49	165	251	10	57	32
Rbm47	103	171	81	43	31	76	281	110	78	50	196	78	123	297	232	53	149	66
Rbm4b	1088	1545	587	1216	1275	668	1176	859	571	682	1397	506	1025	1018	1638	676	1085	754
Rbm5	6296	6539	2691	6274	4788	3866	6924	3557	4513	4549	6557	4020	6677	6494	8404	4765	4637	3800
Rbm6	5192	5168	1714	4144	4037	3143	5076	3094	3283	3121	4188	2928	4598	5105	6610	3682	3938	2062
Rbm7	4273	2900	949	2822	2005	1479	2991	2934	1762	1748	2548	2431	2995	3535	3623	2908	2258	1319
Rbm8a	2961	2933	1004	1631	1613	1396	2830	1788	1469	1164	2155	1302	2015	3985	4021	1669	2447	1190
Rbms1	4295	2539	1110	1122	1628	1273	3698	3310	1455	1464	2483	2446	3470	4137	2199	3859	3103	1287
Rbms2	2182	578	372	441	392	307	882	635	615	583	759	568	1065	882	1172	859	1192	416
Rbms3	442	1527	831	1006	1424	1113	309	3149	494	437	2849	1144	1009	432	2059	2183	3295	1709
Rbmx	4810	5151	2682	4566	4070	2569	5110	2805	4072	3526	5013	3213	3374	5706	6633	3501	3352	2032
Rbmx2	858	620	173	330	405	290	521	405	340	242	385	302	410	531	954	343	395	130
Rbmxl1	4631	4117	926	2076	2824	2024	4120	1956	1754	1654	2165	1712	3011	3670	5700	2316	2648	1038
Rbmxl2	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
Rbmy1a1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Rbp1	277	1855	470	571	460	644	4165	449	122	294	1116	265	1439	469	4803	950	1627	401
Rbp2	0	0	0	0	0	0	0	3	0	0	1	1	0	0	2	0	5	1
Rbp3	0	1	0	0	0	0	26	1	0	0	1	0	0	1	2	0	1	0
Rbp4	2	91	39	26	28	70	104	75	35	20	316	44	55	14	62	34	106	40
Rbp7	19	6	1	0	0	1	1	1	2	8	4	3	2	0	15	0	5	3
Rbpj	4023	3349	1874	1977	1316	1128	4636	3265	1624	1556	2915	1801	3545	6008	6574	1463	5534	1259
Rbpjl	331	613	288	871	378	50	297	87	422	405	999	360	200	1069	600	100	636	357
Rbpms	38	71	21	37	25	104	62	73	49	31	79	69	46	86	102	53	127	36
Rbpms2	51	103	24	38	41	64	103	99	51	32	93	60	45	80	207	113	79	22
Rbpsuh-ps1	2	0	2	3	11	0	0	5	1	3	0	0	2	1	0	0	0	0
Rbpsuh-rs3	547	1421	227	513	552	546	598	363	356	595	422	394	446	1495	799	579	643	301
Rbx1	6429	5857	2100	3827	3707	2429	4661	4738	2733	2301	5871	3250	4350	4281	6609	3757	5875	2620
Rc3h1	5422	6815	2680	4718	4293	3599	6943	5611	4759	4767	6058	4241	5088	6282	8965	4074	6000	2985
Rc3h2	14975	11666	4295	7947	7604	5306	11677	9477	6720	6418	8169	7007	9001	15643	12867	8426	9259	4615
Rcan1	1189	2473	865	1664	835	1051	3016	1559	1219	956	2403	1461	1488	3096	1866	1274	2088	1203
Rcan2	2918	7412	2621	4597	2343	1357	1829	12288	1596	1186	15244	4614	5141	3823	4124	4016	9915	6390
Rcan3	1169	2303	967	1440	1235	1386	1197	1532	886	609	3040	1103	1491	2246	1554	1061	2943	1896
Rcbtb1	2489	4984	1377	2340	1272	1884	4800	3818	1808	1779	3716	2382	2952	3650	4863	2753	4718	1949
Rcbtb2	3136	3309	1229	2148	1244	1667	2857	1517	1609	1452	2244	1302	2382	2891	6021	1422	1990	1298
Rcc1	781	1000	365	570	749	1132	1221	539	426	382	1010	444	596	1240	1358	444	1369	278
Rcc2	4941	6219	4130	7972	5472	6122	6259	3407	3895	3159	8030	5091	3304	9477	8142	1985	10588	2640
Rccd1	804	661	253	512	355	236	640	277	338	320	648	396	535	951	517	381	510	300
Rce1	721	1010	390	650	695	540	1037	656	348	376	833	386	546	890	1249	310	749	343
Rchy1	2306	1753	679	1224	1246	683	1472	1607	837	795	1717	1273	1762	3165	1948	1314	2746	910
Rcl1	1063	1415	495	966	983	832	1363	892	483	547	1120	513	825	804	1629	507	799	436
Rcn1	12895	5307	2701	6425	4951	4792	5499	2859	4712	3914	5465	4863	6466	10125	5488	6215	3483	2334
Rcn2	4781	5706	1941	3613	3803	3598	4085	5750	2378	2114	6212	3406	4511	4402	5583	5869	5033	3534
Rcn3	1006	2221	746	588	625	1045	1349	92	180	294	1395	336	313	826	986	195	916	123
Rcor1	1012	1331	456	775	556	597	2078	678	1037	876	1152	797	915	2001	3697	684	1486	517
Rcor2	709	1050	241	273	712	763	1368	402	240	384	351	185	553	655	2453	159	853	249
Rcor3	1714	1220	633	1086	886	494	1597	1255	943	737	1306	1217	993	1451	1691	985	1454	808
Rcsd1	287	454	134	154	126	231	355	197	188	119	356	216	310	501	299	203	243	148
Rcvrn	10	29	12	5	3	1	17	7	0	6	19	0	9	7	40	1	67	1
Rd3	4	5	4	3	0	3	4	3	2	3	10	1	0	5	3	1	2	9
Rdbp	1081	1447	505	896	983	894	1446	745	732	526	1206	710	705	1682	1504	780	1020	416
Rdh1	18	20	13	15	23	4	16	24	2	6	38	35	20	28	12	39	41	16
Rdh10	837	636	416	508	816	400	552	812	363	445	813	724	583	1261	766	665	691	582
Rdh11	3238	3887	826	2766	1127	854	4293	2080	2335	2231	2267	2019	2307	4484	4598	2712	1843	1108
Rdh12	33	94	27	62	25	6	82	27	78	37	49	46	29	74	109	35	32	33
Rdh13	1527	1376	587	1028	880	717	1244	981	580	508	1299	939	1007	2106	1090	977	1307	639
Rdh14	1338	1047	299	908	429	719	869	750	550	432	1143	722	759	1814	790	776	915	705
Rdh16	13	8	7	1	9	3	2	24	0	0	6	10	11	3	2	7	15	5
Rdh18-ps	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Rdh19	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0
Rdh5	97	126	75	59	47	33	105	78	65	60	349	33	65	70	229	62	210	72
Rdh7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0
Rdh8	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2	0	2	0
Rdh9	61	28	39	41	48	14	22	71	6	13	50	57	55	75	28	72	81	33
Rdm1	313	310	112	236	174	237	176	96	208	79	264	96	154	244	392	206	142	107
Rdx	13109	14914	4667	11276	10073	8258	12656	10627	8436	7600	11532	8550	11107	10126	16811	8896	9875	5890
Rec8	4	37	29	13	16	0	13	38	8	11	63	9	9	8	5	8	32	5
Reck	641	560	549	621	969	428	639	1005	518	306	1014	678	431	1108	516	953	1524	314
Recql	1517	2069	611	1175	1242	968	1620	721	1123	768	1516	657	1012	1444	2138	781	1271	600
Recql4	396	430	211	328	582	460	536	225	259	167	324	190	263	375	1144	265	477	60
Recql5	833	1481	711	1029	672	713	1498	575	795	703	1581	680	888	1592	1374	952	1390	667
Reep1	11175	8110	2647	6941	5093	2200	6150	6187	4632	5106	8844	5314	6068	11895	3877	3140	7034	4850
Reep2	2001	1105	533	904	972	1161	855	1450	469	295	2323	764	1346	1587	410	1144	1841	1348
Reep3	2106	2014	1166	1952	2007	2670	2506	1919	1921	1429	2724	1548	2546	2171	3191	2326	3221	1159
Reep4	178	389	104	203	121	212	598	157	127	154	215	141	210	275	684	172	282	91
Reep5	5989	5416	2771	3582	3792	1906	3824	7440	3034	1428	10558	3735	5552	4590	3368	4271	9303	5221
Reep6	5	30	20	31	16	38	55	36	26	34	86	27	19	54	73	32	44	6
Reg1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Reg2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Reg3a	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	2
Reg3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Reg3g	1	0	0	0	1	1	0	0	0	2	2	0	0	0	0	0	0	0
Reg4	3	3	0	0	2	1	2	2	0	6	2	1	3	3	0	3	2	1
Rel	228	130	89	151	67	104	188	230	203	122	192	139	113	241	192	165	211	71
Rela	976	1050	616	928	954	825	1424	842	588	571	1130	651	962	1404	1532	482	1354	561
Relb	468	605	423	373	565	416	698	450	236	163	675	374	401	974	580	407	631	234
Rell1	3204	4518	987	1561	1460	1189	5224	2440	963	1200	1366	1566	2384	7485	4357	1507	3921	492
Rell2	166	1497	587	766	424	150	132	2506	125	63	3196	893	747	288	120	973	3181	1527
Reln	1655	22363	1782	2128	764	284	27751	2467	798	5708	5315	2615	6297	5909	17729	1659	11974	2061
Relt	626	1203	353	502	327	205	1034	1389	270	193	958	562	703	1019	495	613	1484	743
Rem1	29	57	21	12	64	185	98	18	19	14	27	20	23	33	205	22	53	9
Rem2	108	92	27	78	20	79	146	58	41	50	85	112	58	76	249	47	102	28
Ren1	4	2	2	2	2	1	11	3	1	4	23	2	0	4	16	0	4	1
Renbp	1009	1989	437	386	563	317	1510	436	443	399	636	633	1274	935	1453	643	526	391
Rep15	184	323	60	387	107	29	279	101	492	293	202	210	204	345	391	53	127	133
Repin1	2930	2240	1043	1890	1931	3306	2192	1783	1177	963	2097	1448	1782	3132	1824	2313	2602	2025
Reps1	3060	1964	1201	2040	1530	1255	1865	2855	1827	1490	3233	1968	2082	2959	3263	2601	3056	1444
Reps2	798	2335	943	1601	2872	814	518	3171	950	537	3738	1498	1556	674	1521	2141	4078	1706
Rer1	3495	3485	1713	5829	1898	2292	2940	2424	1434	1244	4923	1801	2956	5223	3342	2150	4822	1597
Rere	1814	2568	1885	11589	1136	1026	2037	3139	1908	1337	5087	1699	2140	3982	2436	1936	6121	1854
Rerg	402	982	173	858	326	73	709	621	388	309	899	724	331	249	594	119	392	313
Rergl	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0
Resp18	944	2228	780	1020	1299	308	649	3271	781	377	4335	1168	1821	78	361	1449	3760	2441
Rest	3143	3238	1260	1766	1649	1786	3866	2145	1705	1782	1995	2176	2140	6113	5632	1724	3995	1256
Ret	527	1213	497	1139	295	359	867	2524	658	236	3153	1118	542	483	182	1648	2431	1364
Retn	3	6	3	1	9	2	2	5	1	2	3	5	5	2	9	1	5	5
Retnla	0	0	1	2	0	0	0	0	0	0	4	0	4	0	0	6	4	0
Retnlg	5	3	0	1	0	2	1	1	4	0	4	0	0	60	5	0	2	0
Retsat	379	853	337	459	298	295	412	716	180	148	1000	376	401	688	453	884	823	469
Rev1	3222	2630	1267	1968	2251	1277	2743	3006	1672	1226	2890	1901	2238	2812	3839	2441	3046	1890
Rev3l	32345	16411	7872	19141	25787	8839	16473	17141	23162	16337	12533	15150	15354	41496	41366	18202	15886	9973
Rex2	1	4	4	3	7	9	27	4	0	2	16	15	1	0	1	7	6	2
Rexo1	1322	992	612	1030	968	770	1205	891	822	694	1419	899	851	1448	1919	697	1983	684
Rexo2	1365	1546	532	1234	954	1166	1323	1082	865	692	1920	846	1299	1313	2137	1064	1217	715
Rexo4	1656	2126	990	1712	1478	1293	1995	1087	1357	1178	2226	1090	1886	2362	2477	1415	1772	878
Rfc1	4857	6154	2182	3242	3417	2900	5346	2443	2885	2555	3746	2161	3103	7234	7305	3563	6058	1628
Rfc2	2131	2361	767	1217	1584	1366	2167	936	1136	1006	1817	791	1201	2674	3376	1141	2299	639
Rfc3	3531	1644	705	869	730	1474	1468	1021	866	818	909	1126	1519	3234	2458	1630	1337	419
Rfc4	1533	1143	226	449	1161	787	1066	279	683	455	463	351	468	967	1761	430	672	122
Rfc5	926	1261	552	613	1185	1015	1291	437	746	475	828	471	650	1706	2319	587	1673	213
Rfesd	876	736	291	567	398	246	587	470	389	311	862	469	462	1001	650	477	945	437
Rffl	694	3630	391	618	772	253	2844	1097	505	602	1310	703	1830	1532	1186	591	1957	577
Rfk	2767	3169	1314	2644	2840	1214	2305	3664	1345	1347	3989	1861	2535	2563	3851	1883	3265	2324
Rfng	539	736	467	851	961	590	753	530	614	406	1355	499	567	825	730	683	1021	555
Rfpl3s	3	0	0	1	0	0	0	2	0	0	0	0	0	3	1	0	2	0
Rft1	766	1282	447	707	615	364	1214	845	407	401	947	616	674	1172	1120	699	1016	527
Rftn1	722	927	211	329	309	405	613	605	240	275	770	400	497	682	698	439	815	381
Rftn2	3546	1796	1432	4315	1547	1347	1373	1785	1952	2034	4619	1385	1614	1639	3483	1396	2015	2235
Rfwd2	3962	3843	1464	3023	3386	2229	4046	3617	2910	2376	3260	2458	2931	3203	5951	3021	2860	1856
Rfwd3	3034	3596	1075	1912	2170	2517	3419	1250	1839	1540	2420	1503	1961	2842	6648	1382	2836	962
Rfx1	338	343	219	409	440	497	497	326	269	289	699	332	325	544	695	357	882	306
Rfx2	39	77	61	28	125	117	110	80	31	28	159	36	86	42	105	104	161	47
Rfx3	3329	4125	1722	2272	2505	2398	6201	1724	2044	3256	2841	1494	3083	2956	6458	1158	2656	1182
Rfx4	756	493	664	854	580	8200	701	1019	366	287	1174	501	560	803	1315	1851	994	1177
Rfx5	2151	1730	753	1751	1328	1071	1497	1343	1276	1035	1929	1062	1511	2004	1489	1285	1560	1198
Rfx6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0
Rfx7	2953	2704	958	2124	1896	1853	2759	2211	2466	2113	2190	1762	1985	2942	3620	1920	2600	1107
Rfx8	4	32	5	10	0	33	40	13	18	6	22	13	1	11	60	6	14	4
Rfxank	485	1088	243	588	405	364	768	515	248	327	787	270	525	720	1172	466	724	387
Rfxap	1014	937	481	876	1166	551	874	796	618	469	1046	613	773	1543	1238	564	1005	692
Rg9mtd1	1089	1666	457	1060	1808	855	1661	1105	873	776	1229	1011	1171	2053	2031	1037	1145	556
Rg9mtd2	665	836	356	640	636	365	912	461	438	425	594	443	520	1459	1050	637	657	238
Rg9mtd3	296	573	317	515	1059	345	489	459	323	191	678	354	434	566	457	377	642	527
Rgag1	190	77	54	97	139	34	99	145	81	63	119	74	84	111	118	190	107	140
Rgag4	1329	801	421	540	1180	462	444	1199	432	247	1455	685	741	712	992	1046	1113	937
Rgl1	4653	4053	1544	3286	3212	2252	3192	5475	2242	1592	4785	2605	3364	4085	2896	1964	4506	1961
Rgl2	1590	2756	784	1695	1543	1472	2864	766	1038	876	1701	967	1071	2775	2414	988	1986	792
Rgl3	65	238	94	270	112	303	317	64	163	104	272	133	121	98	253	157	200	109
Rgma	814	595	414	732	510	645	876	676	532	525	1356	610	541	1495	458	959	1040	1153
Rgmb	517	2598	1060	1044	2532	835	1354	1817	618	717	2351	937	1015	2746	716	1035	2577	1061
Rgn	21	14	7	8	23	5	1	19	3	3	18	13	14	1	2	19	21	19
Rgnef	3637	6287	1108	1484	2419	1728	4880	2030	2388	2348	3787	2752	4186	7603	1891	2417	7572	1604
Rgp1	902	1152	1031	1502	2659	1856	1527	1682	1001	529	2040	1249	1111	2075	1069	1482	2088	1314
Rgr	0	1	1	0	2	3	1	2	0	3	0	1	2	1	1	1	1	0
Rgs1	643	548	29	100	193	119	393	237	126	64	214	131	199	364	478	254	231	48
Rgs10	885	1479	581	686	523	629	987	1096	776	495	1606	708	1258	1119	866	961	1054	860
Rgs11	45	338	127	181	101	47	145	424	116	73	862	247	132	86	165	196	636	323
Rgs12	4810	3401	1338	2049	2238	1858	3700	2025	1343	1896	2377	1677	2520	6630	3859	2218	5439	1615
Rgs13	0	1	1	2	0	0	0	1	0	0	3	0	0	1	0	1	3	2
Rgs14	260	95	21	20	71	22	94	27	30	28	55	29	90	250	281	28	83	48
Rgs16	2892	2175	567	960	733	880	3684	1949	642	784	1121	1453	2572	3243	3984	525	2055	215
Rgs17	2509	3558	1217	1721	1268	553	1871	6666	747	754	4818	2480	3197	2716	3133	2892	5782	2683
Rgs18	5	7	0	2	1	0	10	0	7	1	3	0	0	9	15	1	6	0
Rgs19	1027	910	311	791	599	642	1023	347	660	468	886	554	746	1355	1052	466	491	383
Rgs2	849	1242	581	636	805	617	839	1151	765	464	1862	739	1041	922	887	938	1194	800
Rgs20	1366	589	232	608	636	477	1289	930	498	371	588	659	645	873	1270	956	376	342
Rgs21	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Rgs22	303	69	47	42	61	47	119	131	35	57	139	52	153	74	42	53	143	140
Rgs3	1511	1669	700	2356	4216	497	1994	1554	1076	679	1917	957	1794	1555	1448	797	2426	1333
Rgs4	3446	2860	1014	1730	590	1139	1257	3290	453	532	3574	1432	1707	2856	798	2396	3146	2509
Rgs5	5064	11859	1137	3269	1690	3710	4691	2510	1886	2270	3322	2238	3853	3399	3041	2101	4168	1604
Rgs6	40	469	196	285	142	49	43	696	69	22	709	290	182	38	41	352	884	383
Rgs7	2464	803	612	934	1954	1017	477	1564	671	400	1689	779	1169	751	1674	2094	1024	1040
Rgs7bp	1218	2028	1077	2125	1122	1326	469	4200	1283	860	4188	1843	1449	1323	2469	2279	3517	1859
Rgs8	1895	2185	857	875	539	1100	8363	2043	197	484	1496	699	2359	901	1638	708	2119	765
Rgs9	674	638	269	595	450	555	738	524	665	386	878	524	424	364	1013	301	628	425
Rgs9bp	30	18	12	23	11	8	25	14	35	15	29	19	15	23	34	11	13	7
Rgsl1	10	9	7	0	2	4	5	5	2	4	10	7	6	11	5	10	22	11
Rhag	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Rhbdd1	1460	1390	596	1160	1059	545	1646	1104	692	520	1091	948	944	1157	1557	1036	1402	736
Rhbdd2	1608	1965	891	1374	1258	663	1924	1601	1054	951	2212	1281	1306	2979	1618	1441	2441	1273
Rhbdd3	765	676	215	629	457	388	601	399	312	316	829	342	410	865	559	428	653	437
Rhbdf1	1413	2121	983	1869	2570	2125	2874	1284	1419	648	2004	1667	868	3185	3090	1896	2964	1032
Rhbdf2	143	220	78	71	156	127	366	113	106	76	146	100	192	298	261	103	203	50
Rhbdl1	1	6	6	5	8	13	13	13	2	2	20	5	8	7	8	6	7	9
Rhbdl2	63	133	46	19	17	37	36	37	58	30	85	33	55	72	74	26	83	46
Rhbdl3	239	536	311	598	608	334	238	700	365	159	1324	446	414	258	260	404	957	806
Rhbg	126	12	17	48	11	47	16	45	17	25	50	41	54	85	15	24	29	29
Rhcg	18	8	4	19	6	22	33	9	34	14	34	25	16	9	4	8	13	20
Rhd	4	20	8	6	6	7	21	9	5	1	14	12	6	20	13	12	26	10
Rheb	6509	5039	1978	3946	3440	2517	4503	3709	2333	2566	4979	2954	3738	7770	5780	3379	5159	2377
Rhebl1	599	375	189	288	410	221	390	277	167	220	369	270	365	503	364	200	469	179
Rho	16	25	7	10	8	7	6	8	13	7	29	7	11	12	8	3	29	14
Rhoa	10065	10489	3471	8621	7152	6492	10791	6687	6741	5935	8688	6324	9281	10510	13633	7621	8231	4482
Rhob	5706	7258	2575	4700	2651	6807	7737	7238	4007	2746	11295	5390	5173	6625	9751	5428	9470	5617
Rhobtb1	937	377	187	325	230	228	408	297	289	240	305	367	445	814	759	299	703	192
Rhobtb2	2977	1970	1037	2612	1424	1405	2422	1536	2267	1706	1962	2091	1758	2876	2753	1973	1772	1628
Rhobtb3	10884	14042	5543	8882	9773	4938	10500	4541	8103	7956	10616	5664	6539	13853	11343	4874	8802	3480
Rhoc	5370	3515	1286	3009	1767	2217	4620	2041	1693	1084	2877	1660	3948	5869	7228	2200	2186	1241
Rhod	153	312	81	149	76	210	302	182	112	105	224	138	131	154	399	93	119	73
Rhof	115	471	163	285	155	109	196	521	129	140	722	203	287	452	256	231	609	368
Rhog	928	2040	586	1219	524	558	1707	875	784	593	1393	805	1402	1326	1085	701	1529	527
Rhoh	114	184	67	112	95	78	191	95	132	62	97	89	190	251	123	170	61	64
Rhoj	10067	2229	1083	2992	1326	801	3697	5486	2517	1497	4154	4780	2054	4710	4450	1716	2214	1447
Rhoq	3617	5355	2122	3876	3939	9581	5894	5750	2589	2532	4980	4238	4434	5344	5087	5868	6233	2385
Rhot1	4972	5259	1966	3372	3114	2594	4067	3739	2865	2284	4576	2838	3429	6393	4274	3377	4497	2122
Rhot2	415	812	359	545	480	470	656	699	290	262	1173	434	536	801	718	425	1032	479
Rhou	1086	2760	842	1149	871	548	2088	4329	616	608	4463	1885	2440	1752	3407	1699	3622	1769
Rhov	47	228	56	89	71	17	124	222	28	23	305	117	145	112	94	105	300	132
Rhox10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Rhox11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox12	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Rhox2a	0	1	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Rhox2b	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox2c	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox2d	0	0	0	0	0	0	1	0	0	0	9	1	1	1	2	0	0	0
Rhox2e	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox2f	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Rhox2g	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Rhox2h	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Rhox3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
